EuroPheno.stock_id,who,pheno_date,measurement_no,stem_id,time_taken,canopy_height,stem_count,leaf_length_cm,leaf_width_cm,leaf_ligule,field_flowering_score
27918,eey9,15/09/2015,11,,10:37,,,20.5,0.5,0,
27918,eey9,15/09/2015,12,,10:37,,,5.5,0.1,0,
27958,eey9,15/09/2015,0,2,10:27,130.0,236.0,,,,3
27958,eey9,15/09/2015,7,,10:30,,,0.0,0.0,0,
27963,eey9,15/09/2015,0,2,10:43,115.0,170.0,,,,2
27986,eey9,15/09/2015,0,2,10:38,149.0,388.0,,,,2
27986,eey9,15/09/2015,11,,10:42,,,53.0,2.0,1,
27986,eey9,15/09/2015,12,,10:42,,,38.0,1.7,1,
27986,eey9,15/09/2015,13,,10:42,,,20.0,0.2,0,
28035,eey9,15/09/2015,0,1,10:53,143.0,312.0,,,,3
28040,eey9,15/09/2015,0,2,10:46,133.0,206.0,,,,3
28080,eey9,15/09/2015,0,2,11:01,150.0,280.0,,,,1
28080,eey9,15/09/2015,6,,11:03,,,0.0,0.0,0,
28080,eey9,15/09/2015,11,,11:04,,,55.0,1.8,1,
28080,eey9,15/09/2015,12,,11:04,,,44.5,2.0,1,
28080,eey9,15/09/2015,13,,11:04,,,26.0,1.5,1,
28080,eey9,15/09/2015,14,,11:05,,,11.0,0.1,0,
28088,eey9,15/09/2015,0,2,10:58,148.0,288.0,,,,2
28092,eey9,15/09/2015,0,2,10:49,115.0,164.0,,,,0
28092,eey9,15/09/2015,12,,10:51,,,45.0,0.9,1,
28092,eey9,15/09/2015,13,,10:52,,,43.0,0.9,1,
28092,eey9,15/09/2015,14,,10:52,,,33.0,0.6,0,
28092,eey9,15/09/2015,15,,10:52,,,18.0,0.3,0,
