EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,canopy_height,leaf_ligule,stem_count,leaf_length_cm,leaf_width_cm,stem_id
501,24/06/2015,09:56,eey9,9,,0,,8.9,0.2,
502,24/06/2015,09:59,eey9,10,,0,,4.0,0.1,
503,24/06/2015,10:03,eey9,9,,0,,4.6,0.1,
483,24/06/2015,10:17,eey9,9,,0,,5.3,0.1,
562,24/06/2015,10:22,eey9,9,,0,,5.0,0.1,
563,24/06/2015,10:24,eey9,8,,0,,12.3,0.3,
582,24/06/2015,10:35,eey9,9,,0,,15.0,0.5,
621,24/06/2015,10:44,eey9,8,,0,,,,
611,24/06/2015,10:53,eey9,10,,0,,5.9,0.1,
612,24/06/2015,10:55,eey9,8,,0,,13.3,0.7,
533,24/06/2015,11:05,eey9,9,,0,,8.7,0.1,
441,24/06/2015,11:09,eey9,6,,0,,28.1,1.2,
442,24/06/2015,11:12,eey9,9,,0,,27.5,1.2,
443,24/06/2015,11:16,eey9,9,,0,,14.5,0.3,
362,24/06/2015,11:21,eey9,9,,0,,11.0,0.2,
363,24/06/2015,11:23,eey9,8,,0,,24.5,1.0,
352,24/06/2015,11:28,eey9,9,,0,,11.8,0.3,
353,24/06/2015,11:30,eey9,8,,0,,8.9,0.2,
13,24/06/2015,11:40,eey9,7,,0,,11.6,0.2,
23,24/06/2015,11:47,eey9,7,,0,,9.5,0.1,
31,24/06/2015,11:50,eey9,7,,0,,2.1,0.1,
31,24/06/2015,11:54,eey9,8,,0,,,,
41,24/06/2015,12:01,eey9,7,,0,,18.0,0.8,
42,24/06/2015,12:03,eey9,8,,0,,16.0,0.4,
43,24/06/2015,12:06,eey9,7,,0,,22.1,0.8,
51,26/06/2015,12:40,eey9,8,,0,,7.6,0.3,
52,26/06/2015,12:43,eey9,7,,0,,20.0,0.8,
53,26/06/2015,12:45,eey9,7,,0,,29.3,1.4,
62,26/06/2015,12:50,eey9,8,,0,,22.5,0.7,
71,26/06/2015,12:57,eey9,7,,0,,23.2,0.8,
72,26/06/2015,12:59,eey9,6,,0,,18.6,0.6,
73,26/06/2015,13:02,eey9,6,,0,,9.6,0.1,
81,26/06/2015,13:04,eey9,6,,0,,29.3,1.6,
82,26/06/2015,13:07,eey9,7,,0,,28.2,1.3,
83,26/06/2015,13:09,eey9,6,,0,,26.5,0.8,
91,26/06/2015,13:14,eey9,8,,0,,13.5,0.4,
92,26/06/2015,13:16,eey9,6,,0,,14.0,0.2,
101,26/06/2015,13:25,eey9,6,,0,,11.7,0.2,
102,26/06/2015,13:27,eey9,7,,0,,28.6,1.6,
103,26/06/2015,13:31,eey9,8,,0,,13.4,0.3,
113,26/06/2015,13:38,eey9,6,,0,,14.7,0.2,
121,26/06/2015,13:45,eey9,7,,0,,11.7,0.1,
123,26/06/2015,13:48,eey9,7,,0,,36.5,1.3,
122,26/06/2015,13:50,eey9,8,,0,,21.5,0.8,
131,26/06/2015,13:53,eey9,7,,0,,34.5,1.5,
142,26/06/2015,14:05,eey9,7,,0,,11.5,0.2,
143,26/06/2015,14:07,eey9,7,,0,,20.5,0.6,
151,26/06/2015,14:10,eey9,5,,0,,35.6,1.8,
152,26/06/2015,14:12,eey9,6,,0,,34.5,2.2,
153,26/06/2015,14:15,eey9,7,,0,,19.0,0.6,
163,26/06/2015,14:25,eey9,6,,0,,41.0,1.3,
163,26/06/2015,14:26,eey9,7,,0,,19.0,0.6,
171,26/06/2015,14:29,eey9,7,,0,,29.3,1.2,
173,26/06/2015,14:32,eey9,7,,0,,27.0,1.1,
172,26/06/2015,14:35,eey9,8,,0,,25.0,0.6,
182,26/06/2015,14:41,eey9,6,,0,,25.5,0.5,
183,26/06/2015,14:44,eey9,8,,0,,19.0,0.5,
