EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,canopy_height,stem_count,leaf_ligule,stem_id,leaf_length_cm,leaf_width_cm
28040,28/05/2015,11:54,eey9,2,,,1,,,
28040,28/05/2015,11:54,eey9,3,,,1,,34.1,1.4
28040,28/05/2015,11:54,eey9,4,,,1,,44.5,1.7
28080,28/05/2015,11:54,eey9,,73.0,88,0,2,,
28080,28/05/2015,11:54,eey9,1,,,1,,,
28080,28/05/2015,11:54,eey9,2,,,1,,,
28080,28/05/2015,11:55,eey9,3,,,1,,36.2,1.3
28080,28/05/2015,11:55,eey9,4,,,1,,47.5,1.3
28088,28/05/2015,11:55,eey9,,72.0,78,0,2,,
28088,28/05/2015,11:55,eey9,1,,,1,,,
28088,28/05/2015,11:55,eey9,2,,,1,,,
28088,28/05/2015,11:55,eey9,3,,,1,,29.6,1.0
28088,28/05/2015,11:55,eey9,4,,,1,,47.2,1.1
28088,28/05/2015,11:55,eey9,5,,,0,,42.8,1.1
28092,28/05/2015,11:56,eey9,,46.0,78,0,2,,
28092,28/05/2015,11:56,eey9,1,,,1,,,
28092,28/05/2015,11:56,eey9,2,,,1,,,
28092,28/05/2015,11:56,eey9,3,,,1,,27.4,0.7
28092,28/05/2015,11:56,eey9,4,,,1,,36.0,0.9
28092,28/05/2015,11:56,eey9,5,,,0,,31.5,0.8
27844,28/05/2015,12:21,eey9,5,,,0,,20.9,0.9
27880,28/05/2015,12:23,eey9,5,,,0,,35.4,1.6
27829,28/05/2015,12:25,eey9,4,,,0,,23.4,0.8
27874,28/05/2015,12:28,eey9,5,,,0,,31.0,1.3
27850,28/05/2015,12:30,eey9,6,,,0,,25.9,0.8
27908,28/05/2015,12:36,eey9,7,,,0,,23.6,0.5
27963,28/05/2015,12:45,eey9,5,,,0,,27.5,1.3
28040,28/05/2015,12:48,eey9,5,,,0,,25.0,1.1
28092,28/05/2015,12:50,eey9,6,,,0,,20.5,0.4
28035,28/05/2015,12:52,eey9,5,,,0,,35.5,1.2
28088,28/05/2015,12:56,eey9,6,,,0,,24.9,0.4
28080,28/05/2015,12:58,eey9,5,,,0,,26.5,0.8
27880,04/06/2015,12:07,eey9,6,,,0,,2.9,0.1
27829,04/06/2015,12:12,eey9,5,,,0,,9.6,0.2
27958,04/06/2015,12:18,eey9,5,,,0,,13.5,0.3
27918,04/06/2015,12:23,eey9,7,,,0,,10.7,0.2
27986,04/06/2015,12:27,eey9,5,,,0,,16.0,0.3
27963,04/06/2015,12:30,eey9,6,,,0,,4.8,0.1
28040,04/06/2015,12:33,eey9,6,,,0,,4.2,0.1
28035,04/06/2015,12:38,eey9,6,,,0,,11.0,0.2
401,04/06/2015,13:11,eey9,7,,,0,,18.2,0.8
402,04/06/2015,13:14,eey9,7,,,0,,23.3,1.8
403,04/06/2015,13:16,eey9,6,,,0,,21.0,1.0
391,04/06/2015,13:25,eey9,6,,,0,,20.0,0.2
393,04/06/2015,13:30,eey9,6,,,0,,15.7,0.5
423,04/06/2015,13:37,eey9,6,,,0,,22.1,1.4
461,04/06/2015,13:40,eey9,6,,,0,,11.2,0.2
462,04/06/2015,13:41,eey9,1,,,1,,3.5,0.3
462,04/06/2015,13:41,eey9,2,,,0,,6.1,0.8
462,04/06/2015,13:41,eey9,3,,,0,,4.7,0.8
463,04/06/2015,13:43,eey9,6,,,0,,10.8,0.8
511,04/06/2015,13:47,eey9,6,,,0,,11.6,0.6
512,04/06/2015,13:49,eey9,6,,,0,,13.2,1.2
513,04/06/2015,13:52,eey9,7,,,0,,8.0,0.3
501,04/06/2015,13:56,eey9,7,,,0,,10.4,0.4
502,04/06/2015,13:58,eey9,8,,,0,,5.0,0.1
481,04/06/2015,14:04,eey9,8,,,0,,9.3,0.5
482,04/06/2015,14:07,eey9,6,,,0,,22.1,1.5
482,04/06/2015,14:07,eey9,7,,,0,,11.5,0.6
483,04/06/2015,14:09,eey9,6,,,0,,14.5,0.9
562,04/06/2015,14:14,eey9,6,,,0,,18.0,1.0
572,04/06/2015,14:21,eey9,5,,,0,,,
573,04/06/2015,14:24,eey9,5,,,0,,,
582,04/06/2015,14:29,eey9,6,,,0,,20.8,0.8
583,04/06/2015,14:32,eey9,6,,,0,,10.1,0.5
621,04/06/2015,14:35,eey9,6,,,0,,10.2,0.8
622,04/06/2015,14:39,eey9,6,,,0,,9.3,0.7
612,04/06/2015,14:47,eey9,6,,,0,,3.5,0.2
532,04/06/2015,14:59,eey9,5,,,0,,10.2,0.3
533,04/06/2015,15:01,eey9,7,,,0,,,
443,04/06/2015,15:09,eey9,6,,,0,,29.8,1.6
352,04/06/2015,15:19,eey9,6,,,0,,16.5,0.7
353,04/06/2015,15:22,eey9,5,,,0,,18.5,1.1
353,04/06/2015,15:23,eey9,6,,,0,,5.4,0.1
361,04/06/2015,15:25,eey9,5,,,0,,21.2,1.1
363,04/06/2015,15:28,eey9,6,,,0,,10.2,0.5
12,04/06/2015,15:34,eey9,7,,,0,,12.2,0.2
13,04/06/2015,15:35,eey9,5,,,0,,16.5,0.4
22,04/06/2015,15:40,eey9,5,,,0,,18.5,1.0
23,04/06/2015,15:42,eey9,4,,,0,,18.2,1.0
31,04/06/2015,15:56,eey9,5,,,0,,,
41,04/06/2015,16:03,eey9,4,,,0,,13.1,0.8
42,04/06/2015,16:05,eey9,5,,,0,,13.2,0.2
43,04/06/2015,16:08,eey9,5,,,0,,3.4,0.1
63,04/06/2015,16:20,eey9,4,,,0,,20.0,0.5
