EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,canopy_height,stem_count,leaf_ligule,stem_id,leaf_length_cm,leaf_width_cm
393,27/05/2015,08:26,eey9,2,,,1,,,
393,27/05/2015,08:26,eey9,3,,,1,,43.3,1.8
393,27/05/2015,08:27,eey9,4,,,0,,60.5,2.1
393,27/05/2015,08:27,eey9,5,,,0,,50.5,1.7
401,27/05/2015,08:27,eey9,,79.0,15,0,1,,
401,27/05/2015,08:27,eey9,1,,,1,,,
401,27/05/2015,08:27,eey9,2,,,1,,,
401,27/05/2015,08:27,eey9,3,,,1,,44.0,3.0
401,27/05/2015,08:27,eey9,4,,,1,,36.0,3.7
401,27/05/2015,08:28,eey9,5,,,1,,54.0,3.7
402,27/05/2015,08:28,eey9,,92.0,15,0,1,,
402,27/05/2015,08:28,eey9,1,,,1,,,
402,27/05/2015,08:28,eey9,2,,,1,,,
402,27/05/2015,08:28,eey9,3,,,1,,28.1,2.8
402,27/05/2015,08:28,eey9,4,,,1,,31.5,3.0
402,27/05/2015,08:28,eey9,5,,,1,,58.0,3.7
403,27/05/2015,08:29,eey9,,79.0,22,0,1,,
403,27/05/2015,08:29,eey9,1,,,1,,,
403,27/05/2015,08:29,eey9,2,,,1,,23.2,2.3
403,27/05/2015,08:29,eey9,3,,,1,,32.3,2.6
403,27/05/2015,08:30,eey9,4,,,1,,49.6,2.4
403,27/05/2015,08:30,eey9,5,,,0,,47.0,2.6
421,27/05/2015,08:30,eey9,,61.0,21,0,1,,
421,27/05/2015,08:30,eey9,1,,,1,,,
421,27/05/2015,08:30,eey9,2,,,1,,28.2,1.5
421,27/05/2015,08:30,eey9,3,,,1,,44.6,1.8
421,27/05/2015,08:30,eey9,4,,,0,,50.3,2.3
422,27/05/2015,08:31,eey9,,70.0,12,0,1,,
422,27/05/2015,08:31,eey9,1,,,1,,,
422,27/05/2015,08:31,eey9,2,,,1,,,
422,27/05/2015,08:31,eey9,3,,,1,,,
422,27/05/2015,08:31,eey9,4,,,1,,33.7,2.5
422,27/05/2015,08:31,eey9,5,,,0,,43.7,2.6
423,27/05/2015,08:31,eey9,,62.0,20,0,1,,
423,27/05/2015,08:32,eey9,1,,,1,,,
423,27/05/2015,08:32,eey9,2,,,1,,14.0,2.0
423,27/05/2015,08:32,eey9,3,,,1,,27.4,2.2
423,27/05/2015,08:32,eey9,4,,,1,,45.3,2.8
441,27/05/2015,08:32,eey9,,90.0,15,0,1,,
441,27/05/2015,08:32,eey9,1,,,1,,,
441,27/05/2015,08:32,eey9,2,,,1,,,
441,27/05/2015,08:32,eey9,3,,,1,,,
441,27/05/2015,08:32,eey9,4,,,1,,30.3,1.8
441,27/05/2015,08:33,eey9,5,,,1,,39.8,1.7
442,27/05/2015,08:33,eey9,,107.0,35,0,2,,
442,27/05/2015,08:33,eey9,1,,,1,,,
442,27/05/2015,08:33,eey9,2,,,1,,,
442,27/05/2015,08:33,eey9,3,,,1,,42.0,3.2
442,27/05/2015,08:33,eey9,4,,,1,,55.1,3.0
442,27/05/2015,08:33,eey9,5,,,0,,66.5,3.5
443,27/05/2015,08:34,eey9,,106.0,13,0,2,,
443,27/05/2015,08:34,eey9,1,,,1,,,
443,27/05/2015,08:34,eey9,2,,,1,,,
443,27/05/2015,08:34,eey9,3,,,1,,39.1,2.4
443,27/05/2015,08:34,eey9,4,,,1,,48.5,2.6
461,27/05/2015,08:35,eey9,,68.0,29,0,2,,
461,27/05/2015,08:35,eey9,1,,,1,,,
461,27/05/2015,08:35,eey9,2,,,1,,,
461,27/05/2015,08:35,eey9,3,,,1,,38.2,1.6
461,27/05/2015,08:35,eey9,4,,,0,,52.0,1.8
461,27/05/2015,08:35,eey9,5,,,0,,45.5,1.6
463,27/05/2015,08:37,eey9,,55.0,24,0,2,,
463,27/05/2015,08:37,eey9,1,,,1,,,
463,27/05/2015,08:37,eey9,2,,,1,,,
463,27/05/2015,08:37,eey9,3,,,1,,33.6,1.6
463,27/05/2015,08:37,eey9,4,,,0,,46.5,2.0
463,27/05/2015,08:37,eey9,5,,,0,,41.0,1.7
481,27/05/2015,08:37,eey9,,67.0,38,0,1,,
481,27/05/2015,08:37,eey9,1,,,1,,,
481,27/05/2015,08:38,eey9,2,,,1,,,
481,27/05/2015,08:38,eey9,3,,,1,,,
481,27/05/2015,08:38,eey9,4,,,1,,33.5,2.0
481,27/05/2015,08:38,eey9,5,,,1,,44.2,2.2
482,27/05/2015,08:38,eey9,,60.0,32,0,1,,
482,27/05/2015,08:38,eey9,1,,,1,,,
482,27/05/2015,08:38,eey9,2,,,1,,,
482,27/05/2015,08:38,eey9,3,,,1,,,
482,27/05/2015,08:38,eey9,4,,,1,,40.0,2.0
483,27/05/2015,08:38,eey9,,57.0,21,0,1,,
483,27/05/2015,08:39,eey9,1,,,1,,,
483,27/05/2015,08:39,eey9,2,,,1,,,
483,27/05/2015,08:39,eey9,3,,,1,,26.1,1.6
483,27/05/2015,08:39,eey9,4,,,1,,39.2,1.7
501,27/05/2015,08:39,eey9,,67.0,46,0,1,,
501,27/05/2015,08:39,eey9,1,,,1,,,
501,27/05/2015,08:39,eey9,2,,,1,,,
501,27/05/2015,08:39,eey9,3,,,1,,,
501,27/05/2015,08:39,eey9,4,,,1,,34.2,1.8
501,27/05/2015,08:39,eey9,5,,,0,,43.2,1.7
502,27/05/2015,08:40,eey9,,62.0,37,0,1,,
502,27/05/2015,08:40,eey9,1,,,1,,,
502,27/05/2015,08:40,eey9,2,,,1,,,
502,27/05/2015,08:40,eey9,3,,,1,,,
502,27/05/2015,08:40,eey9,4,,,1,,32.5,1.5
502,27/05/2015,08:40,eey9,5,,,1,,29.0,2.0
503,27/05/2015,08:40,eey9,,72.0,62,0,1,,
503,27/05/2015,08:40,eey9,1,,,1,,,
503,27/05/2015,08:41,eey9,2,,,1,,,
503,27/05/2015,08:41,eey9,3,,,1,,32.3,1.7
503,27/05/2015,08:41,eey9,4,,,1,,46.0,1.7
503,27/05/2015,08:41,eey9,5,,,0,,45.0,1.8
511,27/05/2015,08:41,eey9,,92.0,21,0,2,,
511,27/05/2015,08:41,eey9,1,,,1,,,
511,27/05/2015,08:41,eey9,2,,,1,,15.6,2.6
511,27/05/2015,08:41,eey9,3,,,1,,43.2,3.3
511,27/05/2015,08:41,eey9,4,,,0,,55.0,3.3
512,27/05/2015,08:42,eey9,,102.0,28,0,2,,
512,27/05/2015,08:42,eey9,1,,,1,,,
512,27/05/2015,08:42,eey9,2,,,1,,28.2,2.7
512,27/05/2015,08:42,eey9,3,,,1,,34.0,3.5
512,27/05/2015,08:43,eey9,4,,,1,,60.5,3.5
513,27/05/2015,08:43,eey9,,90.0,24,0,1,,
513,27/05/2015,08:43,eey9,1,,,1,,0.0,0.0
513,27/05/2015,08:43,eey9,2,,,1,,,
513,27/05/2015,08:43,eey9,3,,,1,,,
513,27/05/2015,08:43,eey9,4,,,1,,37.5,2.3
513,27/05/2015,08:43,eey9,5,,,0,,46.5,2.5
531,27/05/2015,08:44,eey9,,63.0,19,0,2,,
531,27/05/2015,08:44,eey9,1,,,1,,7.5,0.6
531,27/05/2015,08:44,eey9,2,,,1,,24.2,1.2
531,27/05/2015,08:44,eey9,3,,,1,,47.0,1.8
531,27/05/2015,08:44,eey9,4,,,0,,58.0,2.0
532,27/05/2015,08:44,eey9,,47.0,13,0,1,,
532,27/05/2015,08:45,eey9,1,,,1,,,
532,27/05/2015,08:45,eey9,2,,,1,,44.5,1.3
532,27/05/2015,08:45,eey9,3,,,1,,56.2,1.4
533,27/05/2015,08:45,eey9,,62.0,25,0,2,,
533,27/05/2015,08:45,eey9,1,,,1,,,
533,27/05/2015,08:45,eey9,2,,,1,,,
533,27/05/2015,08:45,eey9,3,,,1,,38.2,1.8
533,27/05/2015,08:45,eey9,4,,,1,,54.0,2.0
533,27/05/2015,08:45,eey9,5,,,0,,50.0,2.1
561,27/05/2015,08:46,eey9,,60.0,11,0,1,,
561,27/05/2015,08:46,eey9,1,,,1,,,
561,27/05/2015,08:46,eey9,2,,,1,,,
561,27/05/2015,08:46,eey9,3,,,1,,31.2,2.1
561,27/05/2015,08:46,eey9,4,,,1,,47.2,2.8
562,27/05/2015,08:46,eey9,,58.0,24,0,1,,
562,27/05/2015,08:46,eey9,1,,,1,,,
562,27/05/2015,08:46,eey9,2,,,1,,,
562,27/05/2015,08:46,eey9,3,,,1,,16.3,1.2
562,27/05/2015,08:47,eey9,4,,,1,,28.0,1.8
563,27/05/2015,08:47,eey9,,60.0,17,0,1,,
563,27/05/2015,08:47,eey9,1,,,1,,,
563,27/05/2015,08:47,eey9,2,,,1,,24.0,2.3
563,27/05/2015,08:47,eey9,3,,,1,,44.1,2.8
571,27/05/2015,08:51,eey9,,55.0,20,0,3,,
571,27/05/2015,08:51,eey9,1,,,1,,,
571,27/05/2015,08:51,eey9,2,,,1,,24.2,1.0
571,27/05/2015,08:51,eey9,3,,,1,,45.2,1.3
572,27/05/2015,08:52,eey9,,52.0,16,0,3,,
572,27/05/2015,08:52,eey9,1,,,1,,10.0,1.5
572,27/05/2015,08:52,eey9,2,,,0,,34.5,1.7
572,27/05/2015,08:52,eey9,3,,,0,,34.3,1.6
573,27/05/2015,08:52,eey9,,50.0,11,0,3,,
573,27/05/2015,08:52,eey9,1,,,1,,10.8,0.6
573,27/05/2015,08:52,eey9,2,,,1,,29.6,1.3
573,27/05/2015,08:52,eey9,3,,,0,,43.0,1.8
581,27/05/2015,08:53,eey9,,99.0,23,0,1,,
581,27/05/2015,08:53,eey9,1,,,1,,,
581,27/05/2015,08:53,eey9,2,,,1,,,
581,27/05/2015,08:53,eey9,3,,,1,,37.6,2.6
581,27/05/2015,08:53,eey9,4,,,1,,48.6,3.1
581,27/05/2015,08:53,eey9,5,,,1,,59.5,3.2
582,27/05/2015,08:54,eey9,,97.0,10,0,1,,
582,27/05/2015,08:54,eey9,1,,,1,,,
582,27/05/2015,08:54,eey9,2,,,1,,20.0,2.0
582,27/05/2015,08:54,eey9,3,,,1,,35.7,2.6
582,27/05/2015,08:54,eey9,4,,,1,,46.0,2.6
583,27/05/2015,08:54,eey9,,69.0,22,0,1,,
583,27/05/2015,08:54,eey9,1,,,1,,,
583,27/05/2015,08:54,eey9,2,,,1,,,
583,27/05/2015,08:54,eey9,3,,,1,,31.5,2.8
583,27/05/2015,08:54,eey9,4,,,1,,44.0,2.5
611,27/05/2015,08:55,eey9,,49.0,28,0,1,,
611,27/05/2015,08:55,eey9,1,,,1,,,
611,27/05/2015,08:55,eey9,2,,,1,,,
611,27/05/2015,08:55,eey9,3,,,1,,,
611,27/05/2015,08:55,eey9,4,,,1,,33.0,1.8
611,27/05/2015,08:55,eey9,5,,,1,,43.9,1.9
612,27/05/2015,08:55,eey9,,43.0,37,0,1,,
612,27/05/2015,08:55,eey9,1,,,1,,,
612,27/05/2015,08:55,eey9,2,,,1,,22.2,1.6
612,27/05/2015,08:56,eey9,3,,,1,,31.6,1.8
612,27/05/2015,08:56,eey9,4,,,1,,32.0,1.6
613,27/05/2015,08:56,eey9,,55.0,27,0,1,,
613,27/05/2015,08:56,eey9,1,,,1,,,
613,27/05/2015,08:56,eey9,2,,,1,,,
613,27/05/2015,08:56,eey9,3,,,1,,,
613,27/05/2015,08:56,eey9,4,,,1,,25.1,1.6
613,27/05/2015,08:56,eey9,5,,,0,,21.5,1.5
621,27/05/2015,08:57,eey9,,63.0,16,0,1,,
621,27/05/2015,08:57,eey9,1,,,1,,,
621,27/05/2015,08:57,eey9,2,,,1,,,
621,27/05/2015,08:57,eey9,3,,,1,,41.6,2.0
621,27/05/2015,08:57,eey9,4,,,1,,47.0,2.2
622,27/05/2015,08:57,eey9,,54.0,20,0,1,,
622,27/05/2015,08:57,eey9,1,,,1,,,
622,27/05/2015,08:57,eey9,2,,,1,,,
622,27/05/2015,08:57,eey9,3,,,1,,30.0,2.1
622,27/05/2015,08:58,eey9,4,,,1,,42.0,2.4
622,27/05/2015,08:58,eey9,5,,,0,,34.6,2.5
623,27/05/2015,08:58,eey9,,51.0,24,0,1,,
623,27/05/2015,08:58,eey9,1,,,1,,,
623,27/05/2015,08:58,eey9,2,,,1,,,
623,27/05/2015,08:58,eey9,3,,,1,,28.0,2.0
623,27/05/2015,08:58,eey9,4,,,1,,46.3,2.3
623,27/05/2015,08:58,eey9,5,,,0,,53.0,2.6
401,27/05/2015,10:07,eey9,6,,,0,,52.3,3.6
402,27/05/2015,10:09,eey9,6,,,0,,56.5,3.5
392,27/05/2015,10:16,eey9,7,,,0,,33.2,1.3
421,27/05/2015,10:21,eey9,5,,,0,,40.0,1.7
422,27/05/2015,10:23,eey9,6,,,0,,31.2,2.2
423,27/05/2015,10:25,eey9,5,,,0,,51.0,3.2
462,27/05/2015,10:28,eey9,,23.0,2,0,1,,
511,27/05/2015,10:33,eey9,5,,,0,,48.6,2.7
512,27/05/2015,10:36,eey9,5,,,0,,48.4,3.2
513,27/05/2015,10:39,eey9,6,,,0,,29.4,1.6
501,27/05/2015,10:42,eey9,6,,,0,,31.0,1.5
502,27/05/2015,10:46,eey9,6,,,0,,31.2,1.7
502,27/05/2015,10:46,eey9,7,,,0,,28.5,1.5
503,27/05/2015,10:49,eey9,6,,,0,,28.0,1.2
481,27/05/2015,10:52,eey9,6,,,0,,48.3,2.1
481,27/05/2015,10:53,eey9,7,,,0,,33.0,1.7
482,27/05/2015,10:55,eey9,5,,,0,,31.5,2.0
483,27/05/2015,10:56,eey9,5,,,0,,36.7,1.8
561,27/05/2015,10:59,eey9,5,,,0,,49.1,2.5
561,27/05/2015,11:00,eey9,6,,,0,,27.8,2.1
562,27/05/2015,11:03,eey9,5,,,1,,38.2,1.8
563,27/05/2015,11:05,eey9,4,,,0,,56.2,3.3
563,27/05/2015,11:05,eey9,5,,,0,,41.0,2.6
571,27/05/2015,11:08,eey9,4,,,0,,34.0,1.2
572,27/05/2015,11:10,eey9,4,,,0,,13.5,0.4
573,27/05/2015,11:11,eey9,4,,,0,,30.5,1.7
581,27/05/2015,11:14,eey9,6,,,0,,51.0,3.0
582,27/05/2015,11:17,eey9,5,,,0,,51.0,2.6
583,27/05/2015,11:20,eey9,5,,,0,,42.0,2.8
621,27/05/2015,11:23,eey9,5,,,0,,39.6,2.0
623,27/05/2015,11:29,eey9,6,,,0,,33.2,2.0
611,27/05/2015,11:32,eey9,6,,,1,,44.4,2.0
611,27/05/2015,11:32,eey9,7,,,0,,35.0,1.2
612,27/05/2015,11:34,eey9,5,,,0,,24.5,1.4
613,27/05/2015,11:37,eey9,6,,,0,,15.5,1.2
531,27/05/2015,11:41,eey9,5,,,0,,42.6,1.7
532,27/05/2015,11:42,eey9,4,,,0,,45.1,1.5
533,27/05/2015,11:45,eey9,6,,,0,,38.5,1.6
441,27/05/2015,11:48,eey9,6,,,0,,48.2,2.0
441,27/05/2015,11:49,eey9,7,,,0,,31.5,1.7
442,27/05/2015,11:52,eey9,6,,,0,,47.9,3.1
443,27/05/2015,11:55,eey9,5,,,1,,59.0,2.9
361,27/05/2015,11:58,eey9,4,,,0,,46.7,1.5
362,27/05/2015,12:00,eey9,5,,,0,,44.8,2.5
362,27/05/2015,12:00,eey9,6,,,0,,33.5,1.8
363,27/05/2015,12:02,eey9,5,,,0,,37.0,2.7
351,27/05/2015,12:06,eey9,5,,,0,,28.5,1.2
352,27/05/2015,12:09,eey9,5,,,0,,34.7,2.0
353,27/05/2015,12:12,eey9,4,,,1,,19.0,1.4
11,27/05/2015,13:21,eey9,,74.0,44,0,1,,
11,27/05/2015,13:21,eey9,1,,,1,,9.5,0.8
11,27/05/2015,13:22,eey9,2,,,1,,29.0,1.3
11,27/05/2015,13:22,eey9,3,,,1,,46.6,1.4
11,27/05/2015,13:23,eey9,4,,,0,,518.0,1.6
11,27/05/2015,13:23,eey9,5,,,0,,31.0,1.4
12,27/05/2015,13:23,eey9,,74.0,30,0,1,,
12,27/05/2015,13:24,eey9,1,,,1,,2.7,0.7
12,27/05/2015,13:25,eey9,2,,,1,,13.0,1.1
12,27/05/2015,13:25,eey9,3,,,1,,26.2,1.2
12,27/05/2015,13:26,eey9,4,,,1,,45.0,1.8
12,27/05/2015,13:26,eey9,5,,,0,,50.5,1.7
12,27/05/2015,13:26,eey9,6,,,0,,32.5,1.6
13,27/05/2015,13:27,eey9,,66.0,30,0,1,,
13,27/05/2015,13:27,eey9,1,,,1,,8.0,0.8
13,27/05/2015,13:28,eey9,2,,,1,,31.0,1.5
13,27/05/2015,13:28,eey9,3,,,1,,54.0,1.8
13,27/05/2015,13:29,eey9,4,,,0,,47.0,1.9
21,27/05/2015,13:31,eey9,,49.0,14,0,1,,
21,27/05/2015,13:31,eey9,1,,,1,,6.0,1.8
21,27/05/2015,13:32,eey9,2,,,1,,27.3,2.3
21,27/05/2015,13:32,eey9,3,,,1,,43.0,2.5
21,27/05/2015,13:32,eey9,4,,,0,,49.0,2.9
22,27/05/2015,13:33,eey9,,50.0,20,0,1,,
22,27/05/2015,13:34,eey9,1,,,1,,18.5,1.7
22,27/05/2015,13:35,eey9,2,,,1,,37.5,2.0
22,27/05/2015,13:36,eey9,3,,,1,,53.0,2.5
22,27/05/2015,13:36,eey9,4,,,0,,45.7,2.7
23,27/05/2015,13:36,eey9,,47.0,20,0,1,,
23,27/05/2015,13:37,eey9,1,,,1,,30.1,2.0
23,27/05/2015,13:38,eey9,2,,,1,,44.0,2.3
23,27/05/2015,13:38,eey9,3,,,0,,41.0,2.5
31,27/05/2015,13:39,eey9,,61.0,22,0,1,,
31,27/05/2015,13:40,eey9,1,,,1,,8.6,1.0
31,27/05/2015,13:41,eey9,2,,,1,,31.0,1.8
31,27/05/2015,13:42,eey9,3,,,0,,23.5,2.2
31,27/05/2015,13:42,eey9,4,,,0,,19.0,2.0
32,27/05/2015,13:42,eey9,,74.0,34,0,1,,
32,27/05/2015,13:43,eey9,1,,,1,,5.0,0.6
32,27/05/2015,13:44,eey9,2,,,1,,24.8,1.3
32,27/05/2015,13:44,eey9,3,,,1,,50.0,1.8
32,27/05/2015,13:45,eey9,4,,,0,,52.5,2.0
32,27/05/2015,13:45,eey9,5,,,0,,41.5,1.3
33,27/05/2015,13:45,eey9,,62.0,24,0,1,,
33,27/05/2015,13:47,eey9,1,,,1,,12.2,0.9
33,27/05/2015,13:48,eey9,2,,,1,,38.0,1.6
33,27/05/2015,13:49,eey9,3,,,1,,12.5,2.0
33,27/05/2015,13:49,eey9,4,,,0,,46.0,2.0
33,27/05/2015,13:49,eey9,5,,,0,,36.0,1.0
43,27/05/2015,13:50,eey9,,59.0,16,0,1,,
41,27/05/2015,13:50,eey9,,36.0,15,0,1,,
41,27/05/2015,13:51,eey9,1,,,1,,18.2,2.0
41,27/05/2015,13:52,eey9,2,,,1,,36.2,2.5
41,27/05/2015,13:52,eey9,3,,,0,,48.0,2.4
42,27/05/2015,13:53,eey9,,54.0,13,0,1,,
42,27/05/2015,13:53,eey9,1,,,1,,9.0,1.4
42,27/05/2015,13:55,eey9,2,,,1,,22.3,1.8
42,27/05/2015,13:55,eey9,3,,,1,,42.0,2.1
42,27/05/2015,13:55,eey9,4,,,0,,39.4,2.6
43,27/05/2015,13:57,eey9,1,,,1,,11.2,2.0
43,27/05/2015,13:58,eey9,2,,,1,,30.2,2.5
43,27/05/2015,13:58,eey9,3,,,1,,50.9,3.1
43,27/05/2015,13:58,eey9,4,,,0,,44.5,2.8
51,27/05/2015,13:59,eey9,,49.0,21,0,1,,
51,27/05/2015,14:00,eey9,1,,,1,,4.5,0.8
51,27/05/2015,14:01,eey9,2,,,1,,17.0,2.0
51,27/05/2015,14:01,eey9,3,,,1,,38.5,2.6
51,27/05/2015,14:02,eey9,4,,,0,,53.0,2.7
51,27/05/2015,14:02,eey9,5,,,0,,47.6,2.8
52,27/05/2015,14:02,eey9,,47.0,17,0,1,,
52,27/05/2015,14:03,eey9,1,,,1,,17.5,2.0
52,27/05/2015,14:04,eey9,2,,,1,,38.0,2.7
52,27/05/2015,14:04,eey9,3,,,0,,48.5,2.7
52,27/05/2015,14:05,eey9,4,,,0,,42.5,2.6
53,27/05/2015,14:05,eey9,,56.0,26,0,1,,
53,27/05/2015,14:06,eey9,1,,,1,,6.3,1.0
53,27/05/2015,14:06,eey9,2,,,1,,18.0,1.3
53,27/05/2015,14:07,eey9,3,,,1,,33.0,1.9
53,27/05/2015,14:07,eey9,4,,,0,,24.8,1.7
61,27/05/2015,14:07,eey9,,60.0,12,0,1,,
61,27/05/2015,14:08,eey9,1,,,1,,3.0,0.5
61,27/05/2015,14:09,eey9,2,,,1,,22.0,1.5
61,27/05/2015,14:10,eey9,3,,,1,,47.3,2.7
61,27/05/2015,14:10,eey9,4,,,0,,47.8,1.8
61,27/05/2015,14:10,eey9,5,,,0,,38.0,1.3
62,27/05/2015,14:11,eey9,,54.0,8,0,1,,
62,27/05/2015,14:12,eey9,1,,,1,,8.2,1.0
62,27/05/2015,14:12,eey9,2,,,1,,25.3,1.4
62,27/05/2015,14:13,eey9,3,,,1,,43.6,1.9
62,27/05/2015,14:13,eey9,4,,,0,,47.5,2.1
62,27/05/2015,14:13,eey9,5,,,0,,40.6,1.9
63,27/05/2015,14:13,eey9,,64.0,13,0,1,,
63,27/05/2015,14:14,eey9,1,,,1,,14.0,1.2
63,27/05/2015,14:15,eey9,2,,,1,,42.5,1.5
63,27/05/2015,14:15,eey9,3,,,0,,40.8,1.7
27844,28/05/2015,11:29,eey9,,91.0,74,0,2,,
27844,28/05/2015,11:38,eey9,1,,,1,,,
27844,28/05/2015,11:38,eey9,2,,,1,,,
27844,28/05/2015,11:38,eey9,3,,,1,,37.2,1.2
27844,28/05/2015,11:38,eey9,4,,,1,,53.2,1.4
27880,28/05/2015,11:38,eey9,,67.0,62,0,2,,
27880,28/05/2015,11:38,eey9,1,,,1,,,
27880,28/05/2015,11:38,eey9,2,,,1,,,
27880,28/05/2015,11:38,eey9,3,,,1,,33.6,1.5
27880,28/05/2015,11:39,eey9,4,,,1,,48.6,1.7
27829,28/05/2015,11:39,eey9,,40.0,74,0,2,,
27829,28/05/2015,11:39,eey9,1,,,1,,,
27829,28/05/2015,11:39,eey9,2,,,1,,,
27829,28/05/2015,11:39,eey9,3,,,1,,27.8,0.8
27850,28/05/2015,11:40,eey9,,87.0,98,0,2,,
27850,28/05/2015,11:40,eey9,1,,,1,,,
27850,28/05/2015,11:40,eey9,2,,,1,,,
27850,28/05/2015,11:40,eey9,3,,,1,,,
27850,28/05/2015,11:40,eey9,4,,,1,,49.0,1.1
27850,28/05/2015,11:40,eey9,5,,,0,,58.2,1.1
27874,28/05/2015,11:41,eey9,,82.0,70,0,2,,
27874,28/05/2015,11:46,eey9,1,,,1,,,
27874,28/05/2015,11:47,eey9,2,,,1,,,
27874,28/05/2015,11:47,eey9,3,,,1,,39.1,1.5
27874,28/05/2015,11:47,eey9,4,,,1,,56.7,1.5
27908,28/05/2015,11:48,eey9,,65.0,104,0,1,,
27908,28/05/2015,11:48,eey9,1,,,1,,,
27908,28/05/2015,11:48,eey9,2,,,1,,,
27908,28/05/2015,11:48,eey9,3,,,1,,,
27908,28/05/2015,11:48,eey9,4,,,1,,30.3,0.8
27908,28/05/2015,11:48,eey9,5,,,1,,37.3,0.7
27908,28/05/2015,11:48,eey9,6,,,0,,38.5,0.7
27918,28/05/2015,11:48,eey9,,89.0,90,0,1,,
27918,28/05/2015,11:50,eey9,1,,,1,,,
27918,28/05/2015,11:50,eey9,2,,,1,,,
27918,28/05/2015,11:50,eey9,3,,,1,,,
27918,28/05/2015,11:50,eey9,4,,,1,,31.2,1.1
27918,28/05/2015,11:50,eey9,5,,,1,,37.9,0.8
27918,28/05/2015,11:50,eey9,6,,,0,,34.0,0.6
27958,28/05/2015,11:50,eey9,,79.0,86,0,2,,
27958,28/05/2015,11:51,eey9,1,,,1,,,
27958,28/05/2015,11:51,eey9,2,,,1,,,
27958,28/05/2015,11:51,eey9,3,,,1,,45.3,1.3
27958,28/05/2015,11:51,eey9,4,,,0,,46.7,1.2
27963,28/05/2015,11:51,eey9,,72.0,68,0,2,,
27963,28/05/2015,11:51,eey9,1,,,1,,,
27963,28/05/2015,11:51,eey9,2,,,1,,,
27963,28/05/2015,11:51,eey9,3,,,1,,38.9,1.9
27963,28/05/2015,11:52,eey9,4,,,1,,41.6,2.0
27986,28/05/2015,11:52,eey9,,82.0,112,0,2,,
27986,28/05/2015,11:52,eey9,1,,,1,,,
27986,28/05/2015,11:52,eey9,2,,,1,,30.9,1.3
27986,28/05/2015,11:52,eey9,3,,,1,,44.5,1.5
27986,28/05/2015,11:52,eey9,4,,,0,,45.0,1.5
28035,28/05/2015,11:53,eey9,,83.0,98,0,1,,
28035,28/05/2015,11:53,eey9,1,,,1,,,
28035,28/05/2015,11:53,eey9,2,,,1,,,
28035,28/05/2015,11:53,eey9,3,,,1,,43.4,1.4
28035,28/05/2015,11:53,eey9,4,,,1,,56.3,1.5
28040,28/05/2015,11:53,eey9,,66.0,82,0,2,,
28040,28/05/2015,11:54,eey9,1,,,1,,,
